date_id,D1,D2,D3,D4,D5,D6,D7,D8,D9,E1,E10,E11,E12,E13,E14,E15,E16,E17,E18,E19,E2,E20,E3,E4,E5,E6,E7,E8,E9,I1,I2,I3,I4,I5,I6,I7,I8,I9,M1,M10,M11,M12,M13,M14,M15,M16,M17,M18,M2,M3,M4,M5,M6,M7,M8,M9,P1,P10,P11,P12,P13,P2,P3,P4,P5,P6,P7,P8,P9,S1,S10,S11,S12,S2,S3,S4,S5,S6,S7,S8,S9,V1,V10,V11,V12,V13,V2,V3,V4,V5,V6,V7,V8,V9,forward_returns,risk_free_rate,market_forward_excess_returns
2000,0.0071691500233826075,0.0016273444720419407,0.0061501302371487244,0.007123714014919567,0.002976285631528527,0.004973046037259141,0.009186186389642022,0.007695393745645396,0.0041383900227787655,0.0034093284527813615,0.002626434420792696,0.008712048615660405,0.003349256324667117,0.00041465427289359534,0.0019114378611066573,0.005824897818143762,0.009846593150057712,0.009488197998867149,0.0037766814268208973,0.0036326767709041665,0.003927464690305771,0.006853589615220514,0.0008226837015489386,0.003817093233074236,0.007350560098073365,0.009476042821399269,0.00435077658747663,0.0018987582181402218,0.0034393701491341445,0.005780548657372061,0.003663034580003786,0.008768625849329548,0.005584133943784953,0.006161536655882503,0.0018781614972082862,0.009132840727965125,0.007711077947862073,0.008939877413648782,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,100.0,0.005389605452516576,0.008174355302534967,0.0008624245668117759,0.009238252656627068,0.007268340552015769,0.0012084057512934399,0.005085708972880556,0.004733959872500191,0.0072876598499835715,0.009352557413352254,0.0028008753445178105,0.001867907531832561,0.004300955653028392,0.00500480929231354,0.004783243194708167,0.004822968983353765,0.005746341129921671,0.005190705347698717,0.0060132556926419545,0.004826529731817787,0.006031938316187981,0.00526479138698345,0.004168462746398022,0.004901051374867699,0.004701263121362558,0.0005015181376539857,0.005823378679316978,0.006372319883729025
2001,0.00544284976155653,0.0008371660384620694,0.008919170530382724,0.0028313944704257588,0.008719328738365614,0.009490928661039491,0.009258960918934833,0.006300335683363882,0.0073008162769172495,0.0011429627052767588,0.003669702381692863,0.004577486405155241,0.0009657103667922329,0.004681056950115953,0.003600217757685784,0.00026963558590648474,0.009444351396456462,0.001755285489178019,0.008020513481793692,0.0003820423817771657,0.00012514736019448525,0.008788872607747647,0.006835829561122987,0.006561948307288889,0.00839409683498246,0.002662787999882018,0.004022236407910504,0.0048150032481178605,0.0027372874548151314,0.008495656039600041,0.0020892268880847087,0.009056723404954932,0.0020998560372207163,0.0006753541793534023,0.0050329393127926305,0.005866933900941684,0.00884532472551563,0.007034086253196112,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,100.40816326530613,0.0014934080848486664,0.008316679431904095,0.009514825357991282,0.007652209591078779,0.002549092040843971,0.0008129161490022086,0.009162125190445486,0.008577430678613449,0.008696811157509088,0.0061411890223828204,0.009578609290959024,0.006454250272751712,0.005519769587820574,0.005314439438558017,0.00498523159188193,0.004973253844366125,0.0040799395288393745,0.005367804686705225,0.0046165295335964624,0.004817885067491661,0.005242729371322031,0.006267719422181593,0.005249824197312559,0.0045235888497936385,0.004894677272871155,0.0002853418933548979,0.003034148824366121,0.001856681361441359
2002,0.0026081928617094907,0.004553109834520705,0.003161614202018267,0.0012998093206812355,0.0027346376226328605,0.007203226942366338,0.005366382343800562,0.009479770253793304,0.007311415924335738,0.007416334641967273,0.0046062994684845935,0.0070231132471754555,0.0018070669917362647,0.005557892554168369,0.0018073496263659261,0.0011591618292481987,0.005768335157676667,0.003627691948722477,0.00534369844733948,0.0014713726975020137,0.004407424502316341,0.0038063805683611995,0.0018498182647522798,0.009567336027594898,0.006481513005386389,0.001123919796271644,0.009624006371748322,0.008476174983780463,0.0002875671199238872,0.007464589886467218,0.0018006546679213754,0.0010436867046205933,0.007104217243052181,0.006397511282196883,0.004873561930476075,0.0036612184003315673,0.004485909386543632,0.0011668993010104556,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,100.81632653061224,0.0032489641080435607,0.008358470811811864,0.007055455877196675,0.0033336469788909375,0.0006435832642150253,0.0019176441936956368,0.008683667765548065,0.006815309531105567,0.0012748224108676443,0.0011454851786323438,0.002127629728344581,0.0020432898989433458,0.004491112609385426,0.006241252505167288,0.0051896288540702745,0.0057239865620551614,0.004554153366997563,0.004422793307419846,0.005156978554274491,0.0043479327734534876,0.005637583880215183,0.0045060734982823826,0.0045199506138920474,0.004992557488576875,0.00530542497582964,0.007268865416604592,0.006689025220747387,4.1135576999222766e-05
2003,0.008224723090227353,0.0008410597313074142,0.0008260256775775543,0.006668415748765133,0.008031766332018549,0.006361003481787785,0.007729587648674049,0.007853793226638876,0.005495743240564396,0.005900259997476969,0.005048318499038473,0.009015536922601411,0.004350925397087055,0.002922241581188172,0.002666860007101963,0.005968093159515561,0.003933879446321461,0.0007058427272833679,0.008025651438996211,0.00545123954752462,0.008025663856726565,0.005740382509037062,0.0023480158760726556,0.006617035150283572,0.008310408441988559,0.005270826577701615,0.004943894823842986,0.009650223113419927,0.0011487469675081719,0.004435111028982654,0.00025465956792489864,0.002240822858657071,0.007806720673264809,0.0062327660734358085,0.004100528467069651,0.009649347642633973,0.0019504185539687769,0.009811242943872154,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,101.22448979591837,0.008630735901382332,0.008992013458139533,0.0012305896138778416,0.00265427606208297,0.0014761313301912128,0.00183598864974164,0.00806649839353221,0.008844857711083644,0.009016479585272937,0.006224922882773257,0.004808518848614281,0.007441184877620365,0.004649681565952188,0.0049864189561019436,0.005316978639731073,0.006496652809140864,0.005710662745793003,0.005031161943687862,0.005462027233569475,0.0052095140032967875,0.00509362900098824,0.004421814189821415,0.006411422259714556,0.0051251824833248045,0.00515059361440852,0.0049130577253801,0.007068367093710436,0.004079915778885358
2004,0.008470807292702732,0.004499344650239743,0.008194957131011942,0.0034701423882110075,0.005319022670893851,0.003630232754430116,0.006954525801779929,0.0041518199054753745,0.0038918254724618385,0.004903517494964101,0.0009950496576489132,0.006697472468072413,0.00863028142332039,0.0012491682607071398,0.004605652494256516,0.00408041240324511,0.007929688412330283,0.0048827525436999,0.007134209376135975,0.005538473415160534,0.005860577137429506,0.0014768882378840532,0.00919728388885191,0.0022421017738690364,0.0020609011443820523,0.0038409585833312212,0.009303510724980677,0.004742021566503678,0.0023846923317676406,0.0077886859121958875,0.0077771613095525705,0.00023766974917808215,0.008541211200899736,0.0017963170734160462,0.007990569159740047,0.00805952148036156,0.0028772960392299397,0.004172044949723231,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,101.63265306122449,0.006874215393917116,0.006075863039474569,0.003457437010261617,0.0037456829699577267,0.005609579827336969,0.0008000403552724067,0.008960599069341163,0.006090037627694475,0.0034272959556981243,0.008261682908194658,0.005519037638496251,0.0037075571608963355,0.005032923934342462,0.0045883887368395725,0.005026466682298779,0.005301464898467815,0.003826294868435963,0.005109434268825862,0.005127323697642003,0.004936707858119449,0.004879568033983613,0.00545898932073832,0.0043513882010557305,0.005469217056894863,0.004786972060102834,0.003151896229301017,0.0015597657343678795,0.0077256665540332324
2005,0.0027770612627386095,0.009524461312569395,0.008126186081571254,0.009658005572571496,0.0014724820949724915,0.0026109067105929283,0.005990541277483461,0.009246247335728777,0.0008098569632494935,0.008813600355950569,0.004994564174373382,0.005550333352829686,0.0034421390902927207,0.002857186742719009,0.006081937587617339,0.005619681832619366,0.0027395025070519777,0.006265252815788399,0.007343648428711688,0.009532940668270968,0.0012162367160915544,0.0043240787601333455,0.0005429929281254132,0.0019029311099407198,0.0016674535765881149,0.0015406839013592543,0.0010864416160248369,0.004935807043198755,0.0033037933605227932,0.0023146274531890576,0.00965574316181202,0.0016903452270295538,0.003169953431452298,0.0037650693962141845,0.006909906683103134,0.0039218117972320155,0.005359142314409037,0.00734121187889694,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,102.04081632653062,0.007311094241247441,0.0064180461763842294,0.006235819303475806,0.0035636253781344885,0.0037103507706335802,0.004844018686655296,0.006532452379935018,0.002048830035727365,0.009340233718285304,0.007934102388788044,0.008187386352099644,0.004406144191344632,0.0048032480742268655,0.005024891586364748,0.004213783610485819,0.005569977291384298,0.005720641836241654,0.005177008921247594,0.005233629733162263,0.004914345191598667,0.0044570184757312704,0.004798145216677964,0.0055429711313914965,0.004838763050436392,0.004981564023338766,0.0004144354621990598,0.004728667529560797,0.0009109026902340833
2006,0.0017329290159156729,0.004174902360721537,0.009236968678177804,0.00028948546383756544,0.0009030952743139853,0.006721056205955966,0.00938904549872882,0.005273354451519462,0.000332078516981138,0.008674595872415612,0.003535691166595376,0.0024073275127646887,0.005461084323849611,0.0017214103227269596,0.002498373483976066,0.003500744324945323,0.0009276810706256645,0.009066252218384347,0.007014143308136127,0.0020398833911517656,0.009525188724255342,0.006672960022214268,0.004934767166809066,0.004255733638347593,0.005448377404908358,0.009876474219457953,0.006843026191210147,0.004806350860391189,0.0007653766839757725,0.0025610508561057254,0.0014087856484574256,0.0065402150276830506,0.0017973654145330064,0.004436161205301387,0.0024356226456769448,0.004907575971940912,0.005531092441797459,0.0051873023687761454,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,102.44897959183673,0.0070640965633878665,0.007835795411366798,0.008944199277571294,0.0093917957955559,0.005179971160940027,0.005652623561666288,0.008240532609084346,0.006602444963978678,0.004412067156639868,0.00025911275642438557,0.009063657621034674,0.000647360317938932,0.005631992682664822,0.00412592927610923,0.005237424503946201,0.004501972228242867,0.004404704833974316,0.004971268688729134,0.004413301764268154,0.004894759481349708,0.00487682018039447,0.00504322594564351,0.004359102310430114,0.005137992117249912,0.005393584508199631,0.006712924043724738,0.0007195963292727992,0.0029794700054753534
2007,0.0006200517124872996,0.004748324279007031,0.007807843700999314,0.0040110550264322,0.009418782092280493,0.0077941204555173026,0.003236298045519901,0.004737613738444073,0.009158052648932468,0.0021149990583724933,0.009775361544986635,0.0005703676472102237,0.007308018426881172,0.0005774100846884878,0.007723845031351063,0.0013553039738516304,0.0029022945683678013,0.005430347953604827,0.0006360326497862012,0.00117843783119162,0.007937274328412845,0.0003017472920034758,0.0023251708840053486,0.008114970852128764,0.0030853226179974416,0.0006686352866354483,0.00021980521455939095,0.009182120706543617,0.004038042802055553,0.00728737285738877,0.009177646798068997,0.009022075041285955,0.007480600468388824,0.0025248140928770847,0.005183390725252404,0.004471272704714622,0.005625466382643765,0.00798578116747051,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,102.85714285714286,0.0033208426248655153,0.004089352620634348,0.0007458445957514371,0.008712637871287135,0.002584655102912582,0.009373789829834918,0.003760338171244522,0.009519881107331974,0.00935461903987972,0.007517071554168177,0.0008392218740808832,0.0075224001179551424,0.005823298431051142,0.005211935612347197,0.005998295983006361,0.005553002787813029,0.004645262338109839,0.004261744614142312,0.0047548652487913795,0.005512620921909895,0.003935017187096338,0.0038193167171509347,0.004917914501563827,0.0050191677189391545,0.004828841089889355,0.006047729957060546,0.006510488436410794,0.007402441818543281
2008,0.006643162563324744,0.0015448051321347955,0.008027454256936717,0.005345939570412904,0.008995853965068785,0.003845005812049959,0.0052130689585276595,0.005431914706378579,0.009596404182942185,0.006089276249500546,0.00011084662573210058,0.008207952910300069,0.0012730396465792315,0.005593554370937425,0.009369949573054752,0.000996275871435931,0.0060353072341353346,0.006451240491996875,4.897952608690526e-05,0.004854167961619997,0.0035671904358129847,0.008401615620603996,0.007281235808662388,0.008868123369929832,0.00048000978530769235,0.009379230559379993,0.0058606098367071,0.008746831986428895,0.009184284015974195,0.004267696498888049,0.0007158319732681939,0.009986839689746204,0.006727309857701804,0.002245867449554234,0.008495123268529864,0.0068555922675749715,0.000523670233583955,0.00768436930990275,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,103.26530612244898,0.008304068377678178,0.0035420702279637915,0.0034198025686752722,0.0030743721103235156,0.009632647651061811,0.00976224422540602,0.004786030468249052,0.009854158919071314,0.00497900351181483,0.001161649618949635,0.00677461267404135,0.00175819859203876,0.005184936912307208,0.005008514053677987,0.005362649661254367,0.004316219155290409,0.00596515289417463,0.0050345460875447934,0.0046873912870654755,0.004711689405591551,0.005088994890408331,0.005394901210489056,0.005681624181790132,0.004718454502879389,0.005630304026190867,0.006831473019818967,0.0031326551407529213,0.008257700993054243
2009,0.007189164997388674,0.009520775880951812,0.003300224191952016,0.008129846271946427,0.002136210199643247,0.007614075018198655,0.0022115830068842046,0.0013390596446751658,0.002672445545576946,0.009360572600138412,0.003860294203678292,0.005976564430978295,0.0058762125500853935,0.00130501671247647,0.008571144391719344,0.005294918483590097,0.0056453937850305955,0.0019402116540049607,0.004218878521990288,0.0006831477918201401,0.004807335494357689,0.008922186216027672,0.00993169686511052,0.007489035693962506,0.005519537904631249,0.0028397199832834196,0.008249960032304155,0.007760913209030653,0.005279717759059838,0.0010250354589467726,0.004069593707915525,0.005994323314563342,0.0003604250422473909,0.006965265722036037,0.005424610009888512,0.006835718886208572,0.007791920331569435,0.0056937452558023715,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,103.6734693877551,0.006393443597109492,0.008110215687675247,0.00813430584290152,0.006355824681880947,0.006651187623008591,0.007356161064880705,0.0006789136141953034,0.008434858600747379,0.007038295684316024,0.003962296322066061,0.008255318908439028,0.006900181259204242,0.005477252713061687,0.0051755504105589845,0.005325510616709715,0.004419643209013575,0.005193770276642485,0.004887839233465878,0.00503016444003292,0.005093112580283377,0.005413464602031101,0.005533358848823749,0.005194044528718977,0.00522571552303982,0.005075848137641416,0.008665710833318626,0.004694425217778149,0.00821789633515356
